accident_id,latitude,longitude,datetime,hour,day_of_week,severity,weather,road_type,visibility,traffic_level,road_condition,lighting,junction,speed_limit,vehicle_type,area_name
1489,18.5690492171905,73.80277257810476,2023-12-08 11:54:53,11,4,1,Clear,Highway,0.9361375980015961,1,Dry,Daylight,1,80,Bus,Baner
1490,18.581957246011477,73.79965116274234,2023-02-23 00:20:59,0,3,2,Rain,Highway,0.6323474482180751,5,Dry,Night,0,60,Bus,Baner
1491,18.535073982254808,73.78534028475457,2023-12-02 13:18:53,13,5,2,Clear,City Road,0.6776581321626773,4,Dry,Daylight,1,40,Bike,Baner
1492,18.565787395532208,73.77076820764128,2023-01-28 02:40:37,2,5,1,Clear,Intersection,0.7784742093141315,4,Dry,Night,0,80,Truck,Baner
1493,18.565207117531052,73.77253287694234,2023-04-18 06:48:44,6,1,2,Rain,City Road,0.7356183436458239,3,Dry,Daylight,0,40,Car,Baner
1494,18.557449513411484,73.78846865247442,2023-10-28 01:51:15,1,5,2,Clear,City Road,0.5449927781748103,1,Wet,Night,1,60,Bus,Baner
1495,18.55781619924946,73.79661917163268,2023-11-03 19:23:28,19,4,2,Clear,City Road,0.9706097643728286,2,Dry,Daylight,0,60,Truck,Baner
1496,18.546872057529317,73.75670058919776,2023-11-28 19:42:02,19,1,2,Rain,City Road,0.7242628039412412,1,Wet,Daylight,1,60,Truck,Baner
1497,18.572863778072808,73.7866177616553,2023-06-11 03:32:37,3,6,1,Clear,Highway,0.6945802313429728,4,Dry,Night,0,60,Truck,Baner
1498,18.550899684813704,73.79571496123717,2023-05-12 23:52:00,23,4,1,Rain,City Road,0.9896124861283053,3,Dry,Night,0,40,Truck,Baner
1499,18.561819551981856,73.77250269343764,2023-12-29 19:49:34,19,4,1,Rain,Highway,0.657157439362346,2,Wet,Daylight,0,40,Bike,Baner
1500,18.55941432181957,73.77395692268215,2023-11-02 22:03:30,22,3,1,Clear,Highway,0.6095807768689826,1,Wet,Night,0,60,Truck,Baner
1501,18.55498127538524,73.78355779215076,2023-07-17 04:27:29,4,0,2,Clear,Intersection,0.5677705065454184,2,Dry,Night,0,40,Car,Baner
1502,18.551924221089816,73.78948667925104,2023-04-14 18:13:46,18,4,2,Clear,Intersection,0.9964072311277693,5,Wet,Daylight,1,60,Truck,Baner
1503,18.5514159220864,73.79779269650471,2023-11-15 16:04:31,16,2,2,Clear,City Road,0.9774196048382799,4,Dry,Daylight,0,40,Car,Baner
1504,18.552148141215895,73.78651742246701,2023-01-01 23:54:35,23,6,1,Fog,City Road,0.4476480321626032,5,Dry,Night,1,80,Car,Baner
1505,18.571986932909937,73.78961918020751,2023-04-20 20:15:01,20,3,1,Rain,Highway,0.9014960089335764,3,Dry,Night,1,80,Car,Baner
1506,18.549282828207232,73.77784782855848,2023-10-09 23:17:08,23,0,3,Clear,Highway,0.8545619204076145,5,Dry,Night,0,60,Truck,Baner
1507,18.56606770387062,73.77324350696732,2023-04-26 22:44:31,22,2,1,Rain,City Road,0.9382428065436828,4,Wet,Night,1,60,Bike,Baner
1508,18.558701962181487,73.79204584683048,2023-11-22 05:50:28,5,2,1,Rain,Intersection,0.5636020596688904,5,Wet,Night,1,80,Bike,Baner
1509,18.549734867452205,73.78146456374176,2023-08-16 22:39:21,22,2,1,Clear,Intersection,0.6271262013072719,4,Dry,Night,1,80,Bus,Baner
1510,18.553569780536144,73.77983058539861,2023-08-14 05:16:39,5,0,1,Fog,City Road,0.3492881249857301,2,Dry,Night,1,80,Bus,Baner
1511,18.548763402538693,73.78394313451908,2023-09-14 07:05:37,7,3,1,Rain,Intersection,0.9964517454496322,1,Wet,Daylight,0,40,Bus,Baner
1512,18.57592313019105,73.78420278828924,2023-07-10 03:46:43,3,0,1,Clear,Intersection,0.7560519277318996,1,Dry,Night,0,40,Bike,Baner
1513,18.552898343295123,73.79272834170634,2023-12-03 00:48:47,0,6,3,Clear,Highway,0.8004212129329571,1,Wet,Night,0,60,Bike,Baner
1514,18.572610872756254,73.78726791762332,2023-02-27 17:00:34,17,0,3,Rain,Intersection,0.9568678375549711,2,Wet,Daylight,0,40,Car,Baner
1515,18.557918363648106,73.78402427691441,2023-06-23 10:07:24,10,4,1,Clear,Highway,0.7589206943034329,3,Dry,Daylight,1,80,Bus,Baner
1516,18.552593973519432,73.77068153566564,2023-07-29 03:56:05,3,5,2,Clear,Highway,0.7536364222116202,5,Wet,Night,0,60,Bus,Baner
1517,18.569933133786684,73.79436047775981,2023-07-08 02:23:20,2,5,2,Rain,Highway,0.6460884016910224,4,Dry,Night,0,80,Bus,Baner
1518,18.55161816421146,73.77208549755699,2023-05-15 00:47:17,0,0,2,Clear,Highway,0.5488520518452967,2,Dry,Night,1,60,Bus,Baner
1519,18.579119824307625,73.81425158353008,2023-05-10 02:33:53,2,2,2,Rain,City Road,0.5239625879780121,1,Dry,Night,0,40,Truck,Baner
1520,18.575119443464363,73.7883402381722,2023-08-03 08:14:35,8,3,1,Clear,City Road,0.6895619553526109,5,Dry,Daylight,1,40,Truck,Baner
1521,18.560826157836654,73.7755559650426,2023-10-24 06:29:19,6,1,1,Clear,Intersection,0.5194668536446856,5,Wet,Daylight,1,60,Truck,Baner
1522,18.5595083852661,73.78889979280758,2023-07-31 01:08:07,1,0,1,Clear,Highway,0.8395345494884843,1,Wet,Night,0,80,Car,Baner
1523,18.554113446033885,73.78414144704553,2023-05-27 11:51:09,11,5,1,Clear,City Road,0.6193644059555725,5,Dry,Daylight,1,40,Bus,Baner
1524,18.557255560657147,73.7793257074675,2023-06-26 20:07:09,20,0,2,Rain,Highway,0.6753592547271254,3,Wet,Night,1,40,Bike,Baner
1525,18.56024376122301,73.80278110895752,2023-12-29 06:48:47,6,4,2,Clear,City Road,0.7726178591627872,2,Dry,Daylight,0,60,Bike,Baner
1526,18.542323347338094,73.79670566827443,2023-05-05 23:10:56,23,4,1,Clear,Highway,0.600110467894333,2,Wet,Night,1,80,Bike,Baner
1527,18.57003928479007,73.79834553018779,2023-12-04 17:16:30,17,0,1,Rain,Intersection,0.5662847016725674,1,Dry,Daylight,1,60,Truck,Baner
1528,18.55609859097183,73.7852223181971,2023-03-15 06:22:03,6,2,1,Clear,City Road,0.5136012543577378,2,Wet,Daylight,1,60,Bike,Baner
1529,18.561531854351408,73.7799607847465,2023-09-28 21:09:23,21,3,2,Clear,Intersection,0.8952076251596051,5,Wet,Night,0,40,Truck,Baner
1530,18.567872734063975,73.79763612330304,2023-04-03 17:49:44,17,0,1,Clear,City Road,0.5520086258975511,3,Wet,Daylight,1,60,Bike,Baner
1531,18.550275619013984,73.77370577700398,2023-08-11 01:32:25,1,4,2,Clear,City Road,0.7927570212405398,5,Dry,Night,1,80,Bus,Baner
1532,18.55721625080392,73.77798458727926,2023-05-29 17:32:49,17,0,1,Rain,Highway,0.9440889551891913,2,Wet,Daylight,0,40,Truck,Baner
1533,18.537661627120016,73.7708464910774,2023-04-01 16:57:35,16,5,1,Clear,Intersection,0.9166108856857502,1,Wet,Daylight,0,60,Bus,Baner
1534,18.573336313443907,73.79799010768353,2023-11-29 10:37:09,10,2,2,Rain,Intersection,0.6326755858376955,5,Dry,Daylight,1,40,Bike,Baner
1535,18.5722334092249,73.78646931998638,2023-10-29 04:35:54,4,6,3,Clear,Highway,0.9923427769576195,2,Dry,Night,1,80,Bus,Baner
1536,18.555900900346955,73.79294255488094,2023-06-09 12:42:05,12,4,1,Clear,Highway,0.7228758104097268,1,Wet,Daylight,0,60,Truck,Baner
1537,18.57120752603255,73.80418798360951,2023-01-17 22:49:20,22,1,1,Clear,Highway,0.6629895218844061,4,Wet,Night,1,80,Truck,Baner
1538,18.55297713645332,73.78131283658652,2023-05-04 13:37:05,13,3,1,Clear,City Road,0.873882638570016,4,Dry,Daylight,0,40,Bike,Baner
1539,18.551307685755848,73.78302746487897,2023-10-17 05:09:18,5,1,3,Clear,Highway,0.7626306733589694,5,Dry,Night,1,60,Bike,Baner
1540,18.570016055076444,73.78241715067657,2023-07-03 16:27:29,16,0,1,Clear,Highway,0.6719064518175447,4,Wet,Daylight,0,60,Truck,Baner
1541,18.553184980470057,73.77754357569304,2023-10-01 21:12:00,21,6,1,Clear,Highway,0.7110117829848436,1,Wet,Night,1,40,Truck,Baner
1542,18.54734558473779,73.80150661990652,2023-12-21 17:47:10,17,3,2,Rain,City Road,0.6781241265437918,4,Dry,Daylight,0,80,Car,Baner
1543,18.57535490623617,73.78641176513302,2023-11-12 02:52:44,2,6,1,Clear,City Road,0.6428244353590276,1,Dry,Night,1,60,Bus,Baner
1544,18.554378183434185,73.78014453683305,2023-05-29 01:19:54,1,0,2,Clear,City Road,0.9433862542712134,4,Dry,Night,0,40,Truck,Baner
1545,18.584294333022044,73.79262898611745,2023-05-30 22:30:53,22,1,3,Clear,Intersection,0.9864509855983532,1,Dry,Night,0,60,Car,Baner
1546,18.551691760490197,73.79775438578517,2023-09-15 18:01:41,18,4,3,Rain,Intersection,0.9161926828579285,2,Dry,Daylight,0,40,Bike,Baner
1547,18.565642589578406,73.78985593283612,2023-11-04 17:38:39,17,5,3,Clear,Highway,0.9724445131074768,1,Wet,Daylight,0,80,Truck,Baner
1548,18.554333781365152,73.78311494787845,2023-11-15 17:55:17,17,2,3,Clear,Intersection,0.914518807371309,1,Wet,Daylight,1,40,Bike,Baner
1549,18.57515004367555,73.78411370559118,2023-09-11 05:15:27,5,0,1,Rain,Highway,0.6165165266751201,4,Wet,Night,0,80,Car,Baner
1550,18.527252510618666,73.78362651544555,2023-03-01 01:43:27,1,2,1,Rain,City Road,0.544855688026517,4,Dry,Night,1,40,Car,Baner
1551,18.55385813393659,73.78275449875058,2023-07-12 08:47:51,8,2,1,Clear,City Road,0.9887371391502852,2,Wet,Daylight,0,60,Truck,Baner
1552,18.56541879061478,73.7829690507884,2023-01-15 09:02:52,9,6,1,Clear,Highway,0.5595500288046777,3,Dry,Daylight,0,40,Car,Baner
1553,18.558658927990106,73.78963617205505,2023-02-19 00:42:01,0,6,2,Clear,City Road,0.7609078506916278,1,Wet,Night,0,40,Bike,Baner
1554,18.54955423280079,73.79335883990692,2023-07-15 01:41:34,1,5,2,Rain,City Road,0.9643031647885097,3,Dry,Night,1,60,Car,Baner
1555,18.544479452430775,73.78511102155876,2023-08-18 04:52:49,4,4,2,Fog,Intersection,0.4705673911298941,1,Wet,Night,1,40,Truck,Baner
1556,18.55953408693945,73.77367843798231,2023-05-09 22:24:53,22,1,1,Clear,Intersection,0.9452755743847328,2,Dry,Night,1,60,Bus,Baner
1557,18.566868248143912,73.78152564485471,2023-12-04 18:11:40,18,0,2,Clear,Highway,0.5556306236547341,3,Wet,Daylight,0,80,Truck,Baner
1558,18.555953321662443,73.79300500899099,2023-02-08 23:27:57,23,2,2,Clear,Highway,0.7111759363503672,5,Dry,Night,1,80,Bike,Baner
1559,18.558520142051496,73.77312673538715,2023-12-06 12:02:41,12,2,3,Rain,Intersection,0.7844850168806206,4,Dry,Daylight,0,40,Bus,Baner
1560,18.577701386928215,73.78180798001723,2023-11-25 04:20:17,4,5,1,Clear,Intersection,0.9299257359578316,1,Dry,Night,1,80,Truck,Baner
1561,18.547516892124847,73.78224765825253,2023-06-20 23:57:04,23,1,1,Clear,Highway,0.61254583229734,1,Wet,Night,1,40,Truck,Baner
1562,18.548935666928283,73.78488154216188,2023-02-08 17:22:49,17,2,2,Clear,Intersection,0.7169879245601476,5,Wet,Daylight,1,60,Truck,Baner
1563,18.551360525977557,73.77949988477135,2023-07-24 06:13:09,6,0,2,Clear,Intersection,0.8268948254183615,3,Wet,Daylight,1,60,Bike,Baner
1564,18.559530407842704,73.78482500049131,2023-12-20 13:55:53,13,2,1,Clear,City Road,0.9934518332176279,1,Dry,Daylight,0,60,Truck,Baner
1565,18.571196638509424,73.7950702760083,2023-06-27 10:52:42,10,1,3,Clear,Intersection,0.9441554110745662,3,Wet,Daylight,0,60,Bus,Baner
1566,18.539374695054793,73.78205946926964,2023-01-06 23:02:59,23,4,2,Clear,City Road,0.5715823538887896,3,Wet,Night,1,60,Bus,Baner
1567,18.554091935335038,73.77549012611514,2023-10-08 13:39:52,13,6,1,Clear,Highway,0.7282558783608951,3,Dry,Daylight,0,60,Bus,Baner
1568,18.55511826026456,73.7863428499332,2023-02-25 23:37:33,23,5,2,Clear,City Road,0.9135626211393979,1,Wet,Night,0,40,Truck,Baner
1569,18.562805203053163,73.79370700889349,2023-06-09 05:16:39,5,4,2,Rain,City Road,0.7615890049197503,2,Dry,Night,0,80,Bus,Baner
1570,18.545349699520962,73.78646969091014,2023-12-05 05:41:01,5,1,1,Rain,Highway,0.7756206590613088,5,Dry,Night,0,40,Car,Baner
1571,18.56903395507647,73.77776794076871,2023-09-12 07:00:15,7,1,2,Rain,Highway,0.9044115499913974,4,Dry,Daylight,0,40,Bus,Baner
1572,18.5582166915107,73.78164530726916,2023-03-01 22:45:03,22,2,1,Clear,Intersection,0.8945719756464561,2,Wet,Night,1,40,Truck,Baner
1573,18.5562684775348,73.80024284575235,2023-01-30 01:26:59,1,0,2,Clear,Highway,0.8999147270249508,4,Wet,Night,0,80,Bus,Baner
1574,18.566344258528098,73.80102422955285,2023-07-02 07:58:10,7,6,1,Fog,Intersection,0.2993220771792671,1,Dry,Daylight,1,60,Bike,Baner
1575,18.572295342439705,73.78090576588514,2023-10-31 12:20:37,12,1,1,Rain,City Road,0.5200696940827051,4,Wet,Daylight,0,80,Truck,Baner
1576,18.554622612782175,73.78803025562529,2023-04-13 22:11:28,22,3,2,Clear,Highway,0.7163754345554998,3,Wet,Night,1,80,Car,Baner
1577,18.56569408214784,73.78179858346964,2023-05-12 11:37:09,11,4,3,Clear,Intersection,0.6369103096431104,3,Dry,Daylight,1,80,Bus,Baner
1578,18.58164193283831,73.78735165399203,2023-08-31 01:11:55,1,3,1,Clear,City Road,0.9302153340442714,4,Dry,Night,0,60,Bike,Baner
1579,18.551658408276293,73.79462133014204,2023-09-27 00:28:29,0,2,3,Clear,Highway,0.9927186921848301,5,Dry,Night,0,80,Bike,Baner
1580,18.562055239662268,73.78456112744644,2023-06-04 08:48:47,8,6,1,Fog,City Road,0.2716696402877077,4,Dry,Daylight,1,60,Truck,Baner
1581,18.556581525099965,73.77607780684825,2023-09-10 08:54:59,8,6,1,Rain,Intersection,0.7802658027477483,2,Dry,Daylight,0,80,Car,Baner
1582,18.552610149459333,73.77599732940219,2023-02-01 04:35:34,4,2,1,Rain,Highway,0.8731330306661025,2,Dry,Night,0,40,Bike,Baner
1583,18.56049935813809,73.79164948807602,2023-11-27 19:01:40,19,0,3,Rain,Intersection,0.875790207641419,2,Dry,Daylight,0,80,Car,Baner
1584,18.564965343314917,73.7895802730334,2023-05-08 14:27:11,14,0,2,Fog,Highway,0.25646216596001836,1,Dry,Daylight,0,60,Car,Baner
1585,18.557328721484343,73.78079464591339,2023-11-28 00:23:49,0,1,1,Rain,Highway,0.6104124579389081,3,Wet,Night,1,40,Bike,Baner
1586,18.54971912384939,73.79786335693481,2023-09-19 21:28:02,21,1,1,Clear,Highway,0.734551487475745,5,Dry,Night,0,60,Truck,Baner
1587,18.572270797513934,73.75999388865927,2023-11-30 17:38:58,17,3,2,Fog,Highway,0.2649948180478791,1,Wet,Daylight,0,40,Bus,Baner
1588,18.555114929328813,73.7950555707487,2023-07-27 05:43:13,5,3,1,Clear,Highway,0.7990969392589468,2,Wet,Night,1,80,Bike,Baner
1589,18.561502239141202,73.77427550423816,2023-05-28 13:56:39,13,6,3,Fog,City Road,0.49208994537742345,1,Wet,Daylight,1,60,Bike,Baner
1590,18.579730144030037,73.79113174185984,2023-05-03 23:29:45,23,2,2,Clear,City Road,0.8607385413670086,2,Dry,Night,1,60,Bus,Baner
1591,18.561616184345464,73.79055374624448,2023-09-01 10:11:30,10,4,3,Clear,Highway,0.591922863444649,4,Wet,Daylight,0,60,Truck,Baner
1592,18.559151232615847,73.7901632296932,2023-10-07 02:55:54,2,5,1,Clear,City Road,0.6098373389973537,5,Dry,Night,0,60,Car,Baner
1593,18.552729491545527,73.79887503194952,2023-12-11 15:31:40,15,0,1,Fog,Highway,0.2951924798252258,5,Wet,Daylight,0,40,Bus,Baner
1594,18.561265427509312,73.7997791650566,2023-10-22 22:08:16,22,6,1,Clear,Highway,0.9175149806334235,2,Dry,Night,1,60,Bus,Baner
1595,18.554245152588106,73.78016166897174,2023-07-09 12:00:00,12,6,1,Clear,Intersection,0.6358692582422408,3,Wet,Daylight,1,80,Truck,Baner
1596,18.550957309504714,73.80217600601574,2023-12-05 19:11:56,19,1,1,Rain,Highway,0.8385950469883927,4,Dry,Daylight,0,60,Bus,Baner
1597,18.566974798636185,73.76976657596616,2023-07-30 02:38:05,2,6,1,Rain,Highway,0.5704145837155572,3,Wet,Night,1,40,Car,Baner
1598,18.56029167506296,73.782966623458,2023-01-14 22:36:13,22,5,1,Clear,Highway,0.5960646636009332,5,Dry,Night,0,60,Bike,Baner
1599,18.568713442845414,73.80075101906502,2023-08-28 19:08:21,19,0,1,Clear,City Road,0.8842052715570171,2,Wet,Daylight,1,40,Car,Baner
1600,18.58148166961006,73.78560602913961,2023-01-27 13:43:39,13,4,1,Clear,Intersection,0.6494129159243339,1,Wet,Daylight,1,40,Car,Baner
1601,18.484648570856915,73.95143038339168,2023-04-02 04:13:02,4,6,1,Clear,Highway,0.6511718809195044,3,Dry,Night,1,60,Bike,Hadapsar
1602,18.504285361241426,73.920883066322,2023-09-03 02:50:49,2,6,1,Fog,Highway,0.4645699307139888,2,Dry,Night,0,60,Bike,Hadapsar
1603,18.503791423243978,73.94027150247963,2023-09-23 19:03:58,19,5,2,Rain,Intersection,0.762353770591133,2,Wet,Daylight,1,60,Bike,Hadapsar
1604,18.504186734964296,73.91587845961678,2023-12-24 15:40:52,15,6,3,Rain,City Road,0.9771156787382108,2,Dry,Daylight,1,80,Bus,Hadapsar
1605,18.498069710954077,73.93155140810626,2023-04-22 14:33:59,14,5,3,Clear,City Road,0.565885444298518,2,Wet,Daylight,1,80,Bike,Hadapsar
1606,18.494434025484303,73.91321003064171,2023-03-30 08:19:32,8,3,1,Rain,City Road,0.6941488889742695,4,Wet,Daylight,0,60,Bike,Hadapsar
1607,18.52122446548969,73.93193940675256,2023-10-18 00:22:01,0,2,3,Clear,Intersection,0.8124115710467189,5,Wet,Night,1,80,Car,Hadapsar
1608,18.500856384982374,73.92825788034085,2023-02-05 02:23:47,2,6,1,Clear,City Road,0.625556143409503,5,Dry,Night,1,80,Bike,Hadapsar
1609,18.533037361354644,73.94117043085954,2023-06-18 12:54:26,12,6,2,Clear,Intersection,0.9820881305655755,1,Dry,Daylight,1,40,Bus,Hadapsar
1610,18.49523657040161,73.92701786328203,2023-02-08 05:33:23,5,2,2,Clear,Highway,0.7153872061187424,1,Wet,Night,1,80,Bus,Hadapsar
1611,18.492780839826914,73.94271492717867,2023-10-23 07:09:33,7,0,1,Clear,City Road,0.9363060874387926,3,Wet,Daylight,1,40,Bus,Hadapsar
1612,18.50875500835485,73.94210137204176,2023-09-04 02:57:28,2,0,1,Clear,Highway,0.8388065877713057,3,Dry,Night,0,80,Car,Hadapsar
1613,18.526559842140077,73.93034652797401,2023-10-01 08:44:16,8,6,3,Clear,City Road,0.6122843096383757,5,Dry,Daylight,0,60,Car,Hadapsar
1614,18.500012896493935,73.9350274385552,2023-12-05 21:01:40,21,1,3,Clear,Intersection,0.7398500812667729,4,Dry,Night,0,40,Car,Hadapsar
1615,18.494340850805344,73.94703761476946,2023-02-09 00:47:43,0,3,2,Rain,Intersection,0.8699108171827983,2,Dry,Night,0,80,Car,Hadapsar
1616,18.52249718456145,73.91165784402644,2023-06-22 07:23:01,7,3,1,Rain,Highway,0.6053439585151508,4,Dry,Daylight,1,80,Bike,Hadapsar
1617,18.491306505112163,73.9308412792004,2023-03-06 14:37:55,14,0,1,Rain,Intersection,0.835993935701163,4,Dry,Daylight,0,60,Bus,Hadapsar
1618,18.495648428448025,73.94705086639334,2023-09-27 12:33:34,12,2,1,Clear,Highway,0.6813683239862418,3,Wet,Daylight,1,40,Bike,Hadapsar
1619,18.503879019763914,73.93163364967832,2023-04-27 07:13:34,7,3,2,Clear,Highway,0.7424357372985793,1,Wet,Daylight,1,40,Truck,Hadapsar
1620,18.502838893339902,73.91038356139497,2023-12-17 20:31:21,20,6,2,Rain,City Road,0.7563735709255046,2,Wet,Night,0,80,Car,Hadapsar
1621,18.496269553588203,73.93333640785953,2023-01-12 05:48:28,5,3,1,Clear,Highway,0.8416518263020107,5,Dry,Night,0,80,Truck,Hadapsar
1622,18.510549113724117,73.92267318194769,2023-01-18 20:40:00,20,2,3,Rain,Highway,0.6774830154930775,3,Dry,Night,1,80,Car,Hadapsar
1623,18.50542460272848,73.93038773408256,2023-05-06 23:23:27,23,5,2,Clear,City Road,0.659038272214065,5,Dry,Night,1,60,Car,Hadapsar
1624,18.498951690086308,73.92374226727284,2023-11-06 04:35:41,4,0,1,Clear,Intersection,0.5971164648477909,5,Dry,Night,0,80,Car,Hadapsar
1625,18.503898473187853,73.93132022432273,2023-01-22 19:04:08,19,6,3,Clear,Intersection,0.7333171849750936,2,Wet,Daylight,1,80,Bus,Hadapsar
1626,18.511243596907292,73.9313437656284,2023-04-24 22:23:09,22,0,3,Clear,City Road,0.5464297364717606,1,Wet,Night,1,60,Bike,Hadapsar
1627,18.498204400941226,73.92373322222905,2023-05-20 05:07:13,5,5,2,Clear,City Road,0.5384553193676673,3,Wet,Night,1,40,Bus,Hadapsar
1628,18.512851759592248,73.90874503778807,2023-05-26 13:46:19,13,4,2,Clear,City Road,0.9714027439948112,2,Wet,Daylight,0,40,Car,Hadapsar
1629,18.496723765572398,73.93772623982522,2023-06-17 06:17:30,6,5,1,Clear,Intersection,0.8369070728818404,5,Wet,Daylight,1,40,Car,Hadapsar
1630,18.50819953556272,73.93325418827158,2023-02-26 12:48:31,12,6,2,Clear,City Road,0.7163524573132749,5,Wet,Daylight,1,60,Car,Hadapsar
1631,18.515625269593883,73.92847645266212,2023-04-05 20:05:06,20,2,1,Rain,Intersection,0.8437912217038437,4,Dry,Night,1,40,Bus,Hadapsar
1632,18.499932156142776,73.92216618097738,2023-07-26 06:49:44,6,2,1,Fog,Highway,0.26229724755800554,5,Wet,Daylight,1,60,Car,Hadapsar
1633,18.527498267617926,73.91890559959843,2023-06-10 00:36:02,0,5,1,Clear,City Road,0.9362048384384782,5,Wet,Night,1,60,Bike,Hadapsar
1634,18.52465720450374,73.92618790511308,2023-08-08 18:49:54,18,1,1,Rain,City Road,0.5518909640883359,1,Dry,Daylight,0,40,Car,Hadapsar
1635,18.52619300866045,73.91108920076388,2023-09-22 18:50:24,18,4,2,Fog,City Road,0.37324810727613295,5,Wet,Daylight,1,60,Bike,Hadapsar
1636,18.494679415028322,73.92815031942943,2023-11-04 18:49:00,18,5,2,Rain,City Road,0.8705535208148404,5,Dry,Daylight,1,40,Truck,Hadapsar
1637,18.523144504949073,73.92370439826996,2023-03-11 22:15:06,22,5,2,Rain,Intersection,0.8338780125992677,1,Wet,Night,1,80,Car,Hadapsar
1638,18.523186425440144,73.9203933497964,2023-03-08 00:21:44,0,2,2,Rain,City Road,0.5888991692826244,4,Wet,Night,0,60,Car,Hadapsar
1639,18.52510774083409,73.92211456750617,2023-03-09 23:45:52,23,3,3,Clear,Highway,0.628313401957614,1,Dry,Night,0,80,Bus,Hadapsar
1640,18.508676914610877,73.9294355457704,2023-01-31 16:02:18,16,1,2,Rain,Highway,0.9243762333344216,3,Dry,Daylight,0,40,Bike,Hadapsar
1641,18.516579376635168,73.9207360913489,2023-08-25 16:52:30,16,4,3,Clear,Intersection,0.8865693364426388,4,Wet,Daylight,1,60,Truck,Hadapsar
1642,18.50714888370591,73.93376004744043,2023-12-05 04:48:48,4,1,2,Rain,Intersection,0.8638778586642923,2,Wet,Night,1,40,Bus,Hadapsar
1643,18.51474363489046,73.91638684608233,2023-05-29 13:34:16,13,0,2,Clear,City Road,0.7342550249599122,4,Dry,Daylight,1,80,Bus,Hadapsar
1644,18.525656362938456,73.92406005207434,2023-08-29 16:07:09,16,1,1,Clear,Highway,0.8353597628535241,2,Wet,Daylight,0,80,Bus,Hadapsar
1645,18.495849754143695,73.92940815624974,2023-09-23 07:16:32,7,5,2,Rain,Highway,0.876648560274541,1,Dry,Daylight,0,80,Bus,Hadapsar
1646,18.500703784054576,73.92605954019878,2023-04-04 12:41:46,12,1,2,Rain,City Road,0.675753772004651,2,Wet,Daylight,1,40,Car,Hadapsar
1647,18.510751233909527,73.93581246530064,2023-07-13 06:35:41,6,3,1,Rain,City Road,0.737032108452756,4,Dry,Daylight,1,80,Bus,Hadapsar
1648,18.49261242271061,73.93879971703333,2023-12-21 12:10:59,12,3,2,Clear,Intersection,0.8276630356913264,5,Dry,Daylight,1,40,Bus,Hadapsar
1649,18.512863983018566,73.92172132399381,2023-08-15 11:25:06,11,1,1,Clear,Highway,0.7630876603347958,4,Wet,Daylight,0,60,Bike,Hadapsar
1650,18.513042752175135,73.92850856251597,2023-02-25 13:57:13,13,5,1,Clear,Highway,0.6083421219945013,4,Wet,Daylight,1,40,Car,Hadapsar
1651,18.52279792579762,73.94551723170405,2023-04-01 04:09:11,4,5,2,Clear,City Road,0.7567610384562418,1,Dry,Night,0,80,Car,Hadapsar
1652,18.496341832157576,73.91751712805505,2023-06-29 02:13:43,2,3,2,Fog,Highway,0.4777839425325209,3,Wet,Night,0,80,Bus,Hadapsar
1653,18.513415504262525,73.92409269913597,2023-09-05 17:42:07,17,1,3,Rain,Intersection,0.557232282987272,1,Wet,Daylight,1,40,Car,Hadapsar
1654,18.502107147530356,73.92396609327133,2023-04-09 15:14:25,15,6,1,Clear,Highway,0.8236272556870379,5,Dry,Daylight,1,40,Car,Hadapsar
1655,18.494065340478944,73.93214830967678,2023-06-28 11:30:27,11,2,1,Clear,Highway,0.7207593482554325,5,Wet,Daylight,0,40,Truck,Hadapsar
1656,18.52274871093794,73.92996627939222,2023-04-10 03:49:02,3,0,2,Clear,Intersection,0.5542776788863242,2,Wet,Night,0,80,Truck,Hadapsar
1657,18.51411674649172,73.91984484150007,2023-09-16 23:24:21,23,5,1,Clear,Intersection,0.5052835613872215,2,Dry,Night,1,80,Car,Hadapsar
1658,18.51271351581155,73.92641212775028,2023-01-04 15:35:25,15,2,2,Clear,Intersection,0.6419586998322153,5,Wet,Daylight,1,40,Bus,Hadapsar
1659,18.501055566669343,73.92802504676602,2023-12-16 02:26:05,2,5,1,Clear,Intersection,0.5085467600601776,3,Wet,Night,0,40,Car,Hadapsar
1660,18.498654738564248,73.92725068114261,2023-11-09 11:43:25,11,3,1,Fog,Highway,0.32293879214264626,1,Wet,Daylight,1,60,Truck,Hadapsar
1661,18.502756453907146,73.91798570124551,2023-06-30 16:28:28,16,4,3,Rain,Intersection,0.8195162487733487,1,Wet,Daylight,1,60,Bike,Hadapsar
1662,18.509185733449584,73.92293361061735,2023-12-16 23:52:50,23,5,1,Clear,City Road,0.7625439227359896,5,Dry,Night,1,40,Car,Hadapsar
1663,18.506934728659452,73.93517233845198,2023-04-22 16:55:17,16,5,2,Rain,City Road,0.9560339225628129,5,Wet,Daylight,0,80,Truck,Hadapsar
1664,18.50442853752118,73.91702868312845,2023-09-21 03:47:28,3,3,2,Clear,City Road,0.6584645016411181,5,Wet,Night,0,80,Truck,Hadapsar
1665,18.509958725935412,73.93302888830137,2023-08-01 06:39:50,6,1,2,Clear,City Road,0.7494905025968808,4,Wet,Daylight,0,40,Bus,Hadapsar
1666,18.517075435422523,73.93260206056979,2023-03-03 08:26:22,8,4,2,Clear,Highway,0.6979627035868146,3,Wet,Daylight,1,40,Bus,Hadapsar
